model,language,category,emotion,emotion_strategy,neutral_strategy,bootstrap_iteration,sampled_emotion_terms,sampled_neutral_terms,direction_cosine_to_reference,top_k_jaccard_to_reference,average_similarity_top_k
gemini,en,food,sadness,centroid_phrases,neutral_centroid,1,feeling gloomy; feeling sorrowful; feeling sad,neutral; neutral; neutral; average,0.8785709142684937,0.6666666666666666,0.5267455011606217
qwen3_embedding_8b,pl,place,anger,centroid_phrases,neutral_centroid,86,czuję gniew; czuję irytację; czuję gniew,przeciętny; neutralny; codzienny; neutralny,0.9663758277893066,0.8181818181818182,0.5416106700897216
qwen3_embedding_8b,pl,place,anger,centroid_phrases,neutral_centroid,87,czuję irytację; czuję gniew; czuję złość,zwykły; przeciętny; neutralny; przeciętny,0.9669660329818726,0.8181818181818182,0.5402699708938599
qwen3_embedding_8b,pl,place,anger,centroid_phrases,neutral_centroid,88,czuję złość; czuję irytację; czuję irytację,zwykły; przeciętny; zwykły; neutralny,0.9496409893035889,0.6666666666666666,0.5213249981403351
qwen3_embedding_8b,pl,place,anger,centroid_phrases,neutral_centroid,89,czuję gniew; czuję złość; czuję złość,codzienny; codzienny; neutralny; codzienny,0.8749468922615051,1.0,0.5337312757968903
qwen3_embedding_8b,pl,place,anger,centroid_phrases,neutral_centroid,90,czuję złość; czuję irytację; czuję gniew,zwykły; neutralny; zwykły; codzienny,0.9777869582176208,0.8181818181818182,0.5326756775379181
qwen3_embedding_8b,pl,place,anger,centroid_phrases,neutral_centroid,91,czuję gniew; czuję irytację; czuję irytację,neutralny; zwykły; codzienny; codzienny,0.9347586035728455,0.8181818181818182,0.5196694493293762
qwen3_embedding_8b,pl,place,anger,centroid_phrases,neutral_centroid,92,czuję gniew; czuję gniew; czuję gniew,przeciętny; zwykły; neutralny; zwykły,0.9350552558898926,0.8181818181818182,0.5314122259616851
qwen3_embedding_8b,pl,place,anger,centroid_phrases,neutral_centroid,93,czuję złość; czuję gniew; czuję złość,zwykły; przeciętny; neutralny; neutralny,0.9358448386192322,0.8181818181818182,0.5398514091968536
qwen3_embedding_8b,pl,place,anger,centroid_phrases,neutral_centroid,94,czuję irytację; czuję złość; czuję gniew,codzienny; codzienny; codzienny; codzienny,0.8118682503700256,0.8181818181818182,0.534963208436966
qwen3_embedding_8b,pl,place,anger,centroid_phrases,neutral_centroid,95,czuję gniew; czuję gniew; czuję złość,codzienny; codzienny; codzienny; zwykły,0.8652026653289795,0.8181818181818182,0.5296468317508698
qwen3_embedding_8b,pl,place,anger,centroid_phrases,neutral_centroid,96,czuję złość; czuję gniew; czuję gniew,zwykły; zwykły; przeciętny; zwykły,0.911953330039978,0.5384615384615384,0.5315411567687989
qwen3_embedding_8b,pl,place,anger,centroid_phrases,neutral_centroid,97,czuję złość; czuję irytację; czuję irytację,zwykły; neutralny; neutralny; codzienny,0.9474787712097168,0.8181818181818182,0.5228943884372711
qwen3_embedding_8b,pl,place,anger,centroid_phrases,neutral_centroid,98,czuję złość; czuję gniew; czuję irytację,zwykły; neutralny; neutralny; zwykły,0.9521679878234863,1.0,0.5383602619171143
qwen3_embedding_8b,pl,place,anger,centroid_phrases,neutral_centroid,99,czuję gniew; czuję złość; czuję złość,codzienny; codzienny; codzienny; neutralny,0.8749468922615051,1.0,0.5337312698364258
qwen3_embedding_8b,pl,place,anger,centroid_phrases,neutral_centroid,100,czuję irytację; czuję irytację; czuję złość,codzienny; codzienny; zwykły; zwykły,0.9104697704315186,0.6666666666666666,0.5149389535188675
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,1,czuję żal; czuję przygnębienie; czuję żal,neutralny; zwykły; neutralny; przeciętny,0.939303457736969,1.0,0.5413610935211182
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,2,czuję żal; czuję żal; czuję smutek,neutralny; zwykły; przeciętny; codzienny,0.9752026796340942,1.0,0.533933699131012
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,3,czuję żal; czuję smutek; czuję smutek,codzienny; zwykły; zwykły; przeciętny,0.9448347091674805,0.8181818181818182,0.5218273729085923
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,4,czuję żal; czuję przygnębienie; czuję przygnębienie,przeciętny; przeciętny; codzienny; przeciętny,0.9231685400009155,1.0,0.5308524072170258
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,5,czuję żal; czuję smutek; czuję przygnębienie,neutralny; przeciętny; neutralny; przeciętny,0.9375004768371582,1.0,0.5453218221664429
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,6,czuję smutek; czuję smutek; czuję żal,zwykły; neutralny; neutralny; neutralny,0.8934372067451477,1.0,0.5391361057758332
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,7,czuję przygnębienie; czuję przygnębienie; czuję smutek,neutralny; zwykły; neutralny; zwykły,0.9263427257537842,0.8181818181818182,0.526027512550354
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,8,czuję smutek; czuję przygnębienie; czuję przygnębienie,zwykły; neutralny; przeciętny; neutralny,0.9436939358711243,1.0,0.5288634955883026
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,9,czuję przygnębienie; czuję przygnębienie; czuję smutek,zwykły; zwykły; zwykły; zwykły,0.861947238445282,0.8181818181818182,0.5205096632242203
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,10,czuję smutek; czuję smutek; czuję smutek,przeciętny; neutralny; przeciętny; neutralny,0.8864479660987854,0.8181818181818182,0.5195033252239227
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,11,czuję smutek; czuję smutek; czuję smutek,codzienny; neutralny; przeciętny; codzienny,0.9095670580863953,0.8181818181818182,0.5101644843816757
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,12,czuję przygnębienie; czuję przygnębienie; czuję żal,zwykły; codzienny; neutralny; zwykły,0.9494322538375854,0.8181818181818182,0.526186665892601
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,13,czuję żal; czuję żal; czuję żal,neutralny; zwykły; neutralny; zwykły,0.8914206624031067,1.0,0.5325889229774475
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,14,czuję smutek; czuję przygnębienie; czuję przygnębienie,przeciętny; zwykły; neutralny; przeciętny,0.9496324062347412,1.0,0.5257705569267273
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,15,czuję żal; czuję żal; czuję przygnębienie,zwykły; neutralny; zwykły; codzienny,0.9571388363838196,0.8181818181818182,0.5338183164596557
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,16,czuję smutek; czuję przygnębienie; czuję smutek,zwykły; przeciętny; zwykły; przeciętny,0.9255318641662598,0.8181818181818182,0.5207570940256119
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,17,czuję smutek; czuję przygnębienie; czuję przygnębienie,codzienny; codzienny; neutralny; codzienny,0.8698832988739014,0.8181818181818182,0.5235910147428513
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,18,czuję przygnębienie; czuję smutek; czuję żal,przeciętny; neutralny; zwykły; zwykły,0.9711930155754089,0.8181818181818182,0.5351335763931274
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,19,czuję przygnębienie; czuję smutek; czuję przygnębienie,zwykły; przeciętny; codzienny; przeciętny,0.9547359943389893,0.8181818181818182,0.5202136695384979
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,20,czuję żal; czuję przygnębienie; czuję żal,codzienny; neutralny; zwykły; codzienny,0.9402880668640137,1.0,0.5348138391971589
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,21,czuję smutek; czuję przygnębienie; czuję żal,codzienny; neutralny; neutralny; przeciętny,0.9705120325088501,1.0,0.5429239153862
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,22,czuję żal; czuję smutek; czuję żal,codzienny; neutralny; zwykły; neutralny,0.9491908550262451,1.0,0.5394161403179168
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,23,czuję smutek; czuję przygnębienie; czuję żal,neutralny; przeciętny; zwykły; neutralny,0.962567150592804,1.0,0.5418348908424377
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,24,czuję przygnębienie; czuję żal; czuję żal,neutralny; zwykły; zwykły; neutralny,0.928702712059021,1.0,0.5394591212272644
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,25,czuję żal; czuję żal; czuję przygnębienie,zwykły; przeciętny; codzienny; przeciętny,0.9542917013168335,1.0,0.5323019385337829
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,26,czuję smutek; czuję przygnębienie; czuję żal,przeciętny; neutralny; zwykły; przeciętny,0.9656112194061279,1.0,0.5379094302654266
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,27,czuję smutek; czuję przygnębienie; czuję żal,przeciętny; neutralny; zwykły; przeciętny,0.9656112194061279,1.0,0.5379094302654266
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,28,czuję smutek; czuję smutek; czuję żal,neutralny; zwykły; neutralny; codzienny,0.9491094350814819,1.0,0.5320853352546692
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,29,czuję żal; czuję żal; czuję smutek,codzienny; neutralny; codzienny; przeciętny,0.9460887312889099,1.0,0.5359786927700043
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,30,czuję przygnębienie; czuję przygnębienie; czuję żal,przeciętny; neutralny; codzienny; zwykły,0.9740063548088074,1.0,0.52774076461792
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,31,czuję żal; czuję przygnębienie; czuję smutek,przeciętny; zwykły; codzienny; codzienny,0.9609748125076294,0.8181818181818182,0.5312581151723862
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,32,czuję smutek; czuję smutek; czuję żal,zwykły; neutralny; przeciętny; neutralny,0.9386700391769409,1.0,0.5332970201969147
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,33,czuję smutek; czuję żal; czuję smutek,zwykły; przeciętny; neutralny; neutralny,0.9386701583862305,1.0,0.5332970559597016
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,34,czuję żal; czuję smutek; czuję żal,neutralny; codzienny; przeciętny; neutralny,0.9449268579483032,1.0,0.5412494242191315
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,35,czuję przygnębienie; czuję żal; czuję smutek,zwykły; przeciętny; przeciętny; neutralny,0.9656112194061279,1.0,0.5379094243049621
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,36,czuję smutek; czuję żal; czuję przygnębienie,neutralny; codzienny; przeciętny; zwykły,1.0000001192092896,1.0,0.5352043032646179
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,37,czuję smutek; czuję przygnębienie; czuję smutek,zwykły; neutralny; neutralny; neutralny,0.8981800079345703,1.0,0.5342580199241638
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,38,czuję smutek; czuję żal; czuję smutek,neutralny; neutralny; codzienny; codzienny,0.9175528883934021,1.0,0.5345396995544434
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,39,czuję żal; czuję żal; czuję przygnębienie,neutralny; przeciętny; zwykły; zwykły,0.9513002634048462,1.0,0.5351519525051117
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,40,czuję smutek; czuję przygnębienie; czuję żal,neutralny; przeciętny; codzienny; codzienny,0.9691911339759827,1.0,0.5371043920516968
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,41,czuję żal; czuję smutek; czuję przygnębienie,przeciętny; przeciętny; codzienny; zwykły,0.9739148020744324,0.8181818181818182,0.5321163028478623
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,42,czuję żal; czuję przygnębienie; czuję przygnębienie,przeciętny; codzienny; neutralny; przeciętny,0.9562368988990784,1.0,0.5317898213863372
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,43,czuję przygnębienie; czuję przygnębienie; czuję żal,przeciętny; neutralny; codzienny; zwykły,0.9740063548088074,1.0,0.52774076461792
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,44,czuję żal; czuję smutek; czuję żal,przeciętny; neutralny; neutralny; zwykły,0.9370139837265015,1.0,0.5400315403938294
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,45,czuję żal; czuję przygnębienie; czuję przygnębienie,neutralny; neutralny; neutralny; przeciętny,0.8858715295791626,1.0,0.542559951543808
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,46,czuję przygnębienie; czuję przygnębienie; czuję przygnębienie,codzienny; przeciętny; neutralny; przeciętny,0.9187595844268799,1.0,0.5119315266609192
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,47,czuję żal; czuję smutek; czuję żal,codzienny; zwykły; codzienny; zwykły,0.9142931699752808,0.8181818181818182,0.5302835136651993
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,48,czuję smutek; czuję żal; czuję żal,zwykły; przeciętny; zwykły; codzienny,0.9496520161628723,0.8181818181818182,0.5290836572647095
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,49,czuję żal; czuję smutek; czuję żal,przeciętny; neutralny; przeciętny; codzienny,0.9511011242866516,1.0,0.5364497661590576
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,50,czuję przygnębienie; czuję przygnębienie; czuję żal,przeciętny; zwykły; neutralny; zwykły,0.949208676815033,0.8181818181818182,0.5283972829580307
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,51,czuję żal; czuję smutek; czuję smutek,zwykły; neutralny; neutralny; codzienny,0.9491094350814819,1.0,0.5320853471755982
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,52,czuję przygnębienie; czuję smutek; czuję smutek,przeciętny; neutralny; zwykły; zwykły,0.949604868888855,0.8181818181818182,0.5221285492181778
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,53,czuję żal; czuję żal; czuję smutek,codzienny; codzienny; przeciętny; przeciętny,0.9271513223648071,1.0,0.5323248505592346
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,54,czuję smutek; czuję żal; czuję żal,codzienny; przeciętny; przeciętny; zwykły,0.9490001201629639,1.0,0.5302969753742218
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,55,czuję przygnębienie; czuję przygnębienie; czuję żal,neutralny; codzienny; neutralny; zwykły,0.9427449703216553,1.0,0.5318704664707183
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,56,czuję smutek; czuję przygnębienie; czuję żal,codzienny; zwykły; codzienny; codzienny,0.8844845294952393,0.8181818181818182,0.5331025779247284
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,57,czuję smutek; czuję przygnębienie; czuję smutek,neutralny; przeciętny; neutralny; przeciętny,0.9247786998748779,1.0,0.5334154903888703
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,58,czuję żal; czuję smutek; czuję żal,codzienny; przeciętny; przeciętny; codzienny,0.9271513223648071,1.0,0.5323248505592346
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,59,czuję przygnębienie; czuję przygnębienie; czuję przygnębienie,przeciętny; przeciętny; neutralny; zwykły,0.9106281995773315,1.0,0.5121595144271851
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,60,czuję żal; czuję przygnębienie; czuję przygnębienie,codzienny; zwykły; neutralny; neutralny,0.9427449703216553,1.0,0.5318704605102539
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,61,czuję żal; czuję przygnębienie; czuję smutek,przeciętny; przeciętny; zwykły; codzienny,0.9739148020744324,0.8181818181818182,0.5321163475513458
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,62,czuję przygnębienie; czuję żal; czuję przygnębienie,zwykły; codzienny; codzienny; zwykły,0.9064090847969055,0.6666666666666666,0.5240496069192886
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,63,czuję żal; czuję żal; czuję smutek,neutralny; zwykły; codzienny; przeciętny,0.9752026796340942,1.0,0.5339336931705475
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,64,czuję żal; czuję przygnębienie; czuję smutek,przeciętny; neutralny; przeciętny; neutralny,0.9375005960464478,1.0,0.5453218579292297
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,65,czuję żal; czuję smutek; czuję smutek,codzienny; zwykły; codzienny; codzienny,0.865628182888031,0.6666666666666666,0.5255540996789932
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,66,czuję przygnębienie; czuję żal; czuję żal,zwykły; codzienny; przeciętny; neutralny,0.9773918986320496,1.0,0.5352563798427582
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,67,czuję przygnębienie; czuję przygnębienie; czuję smutek,przeciętny; przeciętny; neutralny; codzienny,0.960812509059906,1.0,0.5261511504650116
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,68,czuję smutek; czuję przygnębienie; czuję żal,przeciętny; neutralny; zwykły; codzienny,1.0000001192092896,1.0,0.5352043032646179
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,69,czuję smutek; czuję żal; czuję żal,codzienny; neutralny; przeciętny; przeciętny,0.9511011242866516,1.0,0.5364497661590576
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,70,czuję żal; czuję smutek; czuję smutek,przeciętny; przeciętny; codzienny; codzienny,0.9268473982810974,1.0,0.5254099160432816
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,71,czuję żal; czuję smutek; czuję żal,codzienny; przeciętny; zwykły; zwykły,0.9496520161628723,0.8181818181818182,0.529083663225174
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,72,czuję żal; czuję przygnębienie; czuję żal,zwykły; zwykły; przeciętny; neutralny,0.9513001441955566,1.0,0.5351519107818603
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,73,czuję smutek; czuję smutek; czuję smutek,neutralny; codzienny; neutralny; codzienny,0.8824489712715149,0.8181818181818182,0.516175952553749
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,74,czuję smutek; czuję przygnębienie; czuję smutek,neutralny; zwykły; przeciętny; zwykły,0.949604868888855,0.8181818181818182,0.5221285462379456
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,75,czuję smutek; czuję żal; czuję smutek,neutralny; przeciętny; codzienny; codzienny,0.9464533925056458,1.0,0.5289307653903961
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,76,czuję żal; czuję żal; czuję przygnębienie,przeciętny; przeciętny; codzienny; przeciętny,0.9193015694618225,1.0,0.5362860977649688
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,77,czuję przygnębienie; czuję przygnębienie; czuję smutek,zwykły; codzienny; przeciętny; neutralny,0.9756370782852173,0.8181818181818182,0.5214825421571732
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,78,czuję żal; czuję żal; czuję przygnębienie,codzienny; neutralny; neutralny; neutralny,0.8898242115974426,1.0,0.5471415221691132
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,79,czuję żal; czuję smutek; czuję żal,neutralny; neutralny; przeciętny; neutralny,0.8825361728668213,1.0,0.5476566314697265
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,80,czuję żal; czuję przygnębienie; czuję przygnębienie,neutralny; przeciętny; neutralny; codzienny,0.9447038173675537,1.0,0.5351740002632142
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,81,czuję żal; czuję żal; czuję żal,neutralny; zwykły; zwykły; przeciętny,0.9119231104850769,1.0,0.5278356373310089
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,82,czuję żal; czuję smutek; czuję smutek,przeciętny; zwykły; zwykły; zwykły,0.9049035310745239,0.6666666666666666,0.5237822353839874
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,83,czuję smutek; czuję żal; czuję smutek,przeciętny; zwykły; codzienny; przeciętny,0.9472287893295288,1.0,0.5230227947235108
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,84,czuję żal; czuję przygnębienie; czuję przygnębienie,zwykły; zwykły; przeciętny; zwykły,0.912148654460907,0.8181818181818182,0.5263682782649994
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,85,czuję przygnębienie; czuję żal; czuję przygnębienie,zwykły; zwykły; neutralny; przeciętny,0.949208676815033,0.8181818181818182,0.5283972769975662
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,86,czuję przygnębienie; czuję żal; czuję smutek,neutralny; neutralny; codzienny; przeciętny,0.9705120325088501,1.0,0.5429239153862
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,87,czuję przygnębienie; czuję przygnębienie; czuję smutek,przeciętny; przeciętny; neutralny; przeciętny,0.9163349270820618,1.0,0.5316969931125641
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,88,czuję przygnębienie; czuję żal; czuję smutek,zwykły; neutralny; codzienny; zwykły,0.9766857624053955,0.8181818181818182,0.5339088082313538
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,89,czuję przygnębienie; czuję smutek; czuję przygnębienie,zwykły; zwykły; zwykły; codzienny,0.9024958610534668,0.6666666666666666,0.5177429556846619
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,90,czuję żal; czuję smutek; czuję żal,zwykły; neutralny; codzienny; neutralny,0.9491908550262451,1.0,0.5394162178039551
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,91,czuję żal; czuję smutek; czuję smutek,przeciętny; codzienny; codzienny; przeciętny,0.9268473982810974,1.0,0.5254099279642105
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,92,czuję żal; czuję żal; czuję żal,przeciętny; zwykły; przeciętny; zwykły,0.8902651071548462,1.0,0.5253921270370483
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,93,czuję przygnębienie; czuję żal; czuję żal,codzienny; codzienny; codzienny; przeciętny,0.8822534680366516,1.0,0.5342906326055527
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,94,czuję żal; czuję przygnębienie; czuję przygnębienie,neutralny; przeciętny; neutralny; przeciętny,0.9181181192398071,1.0,0.5387580990791321
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,95,czuję smutek; czuję przygnębienie; czuję przygnębienie,neutralny; neutralny; przeciętny; neutralny,0.8931850790977478,1.0,0.5377491533756256
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,96,czuję smutek; czuję żal; czuję przygnębienie,zwykły; neutralny; zwykły; przeciętny,0.9711930155754089,0.8181818181818182,0.535133546590805
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,97,czuję żal; czuję przygnębienie; czuję żal,neutralny; zwykły; zwykły; zwykły,0.9204209446907043,0.8181818181818182,0.5350413858890534
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,98,czuję żal; czuję smutek; czuję przygnębienie,przeciętny; neutralny; neutralny; codzienny,0.9705120325088501,1.0,0.5429239332675934
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,99,czuję żal; czuję żal; czuję żal,neutralny; przeciętny; neutralny; zwykły,0.8993039727210999,1.0,0.5336813986301422
qwen3_embedding_8b,pl,situation,sadness,centroid_phrases,neutral_centroid,100,czuję żal; czuję przygnębienie; czuję przygnębienie,codzienny; codzienny; przeciętny; neutralny,0.9430208206176758,1.0,0.529380601644516
qwen3_embedding_8b,pl,situation,disgust,centroid_phrases,neutral_centroid,1,czuję odrazę; czuję obrzydzenie; czuję wstręt,neutralny; zwykły; przeciętny; neutralny,0.9636242985725403,1.0,0.5500393152236939
qwen3_embedding_8b,pl,situation,disgust,centroid_phrases,neutral_centroid,2,czuję obrzydzenie; czuję wstręt; czuję wstręt,zwykły; codzienny; zwykły; zwykły,0.9235842823982239,0.8181818181818182,0.5238506615161895
qwen3_embedding_8b,pl,situation,disgust,centroid_phrases,neutral_centroid,3,czuję obrzydzenie; czuję obrzydzenie; czuję odrazę,przeciętny; neutralny; przeciętny; neutralny,0.9326992034912109,1.0,0.5374997019767761
qwen3_embedding_8b,pl,situation,disgust,centroid_phrases,neutral_centroid,4,czuję wstręt; czuję odrazę; czuję odrazę,neutralny; neutralny; przeciętny; neutralny,0.8766107559204102,1.0,0.5693558990955353
qwen3_embedding_8b,pl,situation,disgust,centroid_phrases,neutral_centroid,5,czuję obrzydzenie; czuję wstręt; czuję obrzydzenie,przeciętny; neutralny; neutralny; neutralny,0.9018771052360535,0.8181818181818182,0.5324275612831115
qwen3_embedding_8b,pl,situation,disgust,centroid_phrases,neutral_centroid,6,czuję obrzydzenie; czuję odrazę; czuję wstręt,przeciętny; neutralny; przeciętny; neutralny,0.9386547803878784,1.0,0.5537486612796784
qwen3_embedding_8b,pl,situation,disgust,centroid_phrases,neutral_centroid,7,czuję odrazę; czuję wstręt; czuję odrazę,neutralny; codzienny; neutralny; przeciętny,0.9450197219848633,1.0,0.5650486052036285
qwen3_embedding_8b,pl,situation,disgust,centroid_phrases,neutral_centroid,8,czuję wstręt; czuję obrzydzenie; czuję odrazę,neutralny; neutralny; codzienny; codzienny,0.9382025599479675,1.0,0.551661616563797
qwen3_embedding_8b,pl,situation,disgust,centroid_phrases,neutral_centroid,9,czuję obrzydzenie; czuję wstręt; czuję obrzydzenie,przeciętny; codzienny; zwykły; neutralny,0.978514552116394,0.8181818181818182,0.5165021777153015
qwen3_embedding_8b,pl,situation,disgust,centroid_phrases,neutral_centroid,10,czuję wstręt; czuję odrazę; czuję odrazę,codzienny; neutralny; zwykły; przeciętny,0.9735842347145081,0.8181818181818182,0.5566611766815186
qwen3_embedding_8b,pl,situation,disgust,centroid_phrases,neutral_centroid,11,czuję odrazę; czuję obrzydzenie; czuję obrzydzenie,neutralny; neutralny; zwykły; zwykły,0.9420868158340454,1.0,0.5297008216381073
qwen3_embedding_8b,pl,situation,disgust,centroid_phrases,neutral_centroid,12,czuję odrazę; czuję odrazę; czuję obrzydzenie,neutralny; neutralny; przeciętny; neutralny,0.8884800672531128,1.0,0.559787142276764
qwen3_embedding_8b,pl,situation,disgust,centroid_phrases,neutral_centroid,13,czuję wstręt; czuję odrazę; czuję odrazę,zwykły; przeciętny; zwykły; codzienny,0.9414563775062561,0.8181818181818182,0.5498368620872498
